Scraping_Date,Type,Description,Bedrooms,Bathrooms,Area,Down Payment,Location,Price
2025-03-31,Apartment,"With a 50% discount on cash, you will get your 3-bedroom apartment in Taj City in front of Cairo International Airport. More than one installment syst",3,2,152 Sq. M.,N/A,"Taj City Compound, 1st Settlement, New Cairo, Cairo","6,067,000"
2025-03-31,Apartment,Apartment 196m Fully Finished Ready To Move In Latini District New Alamain,3,2,196 Sq. M.,"Down payment: EGP 440,000","Latin District, Alamein, Matruh","4,400,000"
2025-03-31,Apartment,"Apartment for sale ground floor with a large garden, open view on the urine, 3 rooms, distinctive division, 50% discount, at a price of 7 million and",3,2,164 Sq. M.,"Down payment: EGP 1,560,000","Taj City Compound, 1st Settlement, New Cairo, Cairo","7,838,000"
2025-03-31,Apartment,Apartment in Sheraton 2 bedrooms 1984000 EGP - 501903063,2,2,125 Sq. M.,N/A,"Sheraton, Cairo","1,984,000"
2025-03-31,Duplex,"A fully finished duplex in Sidi Haneish with Ora Direct  on the lagoon, with installments over 10 years",2,2,110 Sq. M.,"Down payment: EGP 1,450,000","Silver Sands, North Coast, Matruh","29,000,000"
2025-03-31,Villa,"Price has been dropped from 16M to 9M,920K   🏡 Villa for sale in Saray Compound directly on   Suez Road wall in wall with Madinaty",4,5,212 Sq. M.,"Down payment: EGP 1,600,000","Sarai, Mostakbal City, Cairo","9,920,000"
2025-03-31,Villa,"Standalone villa 240m for sale with the largest garden 223m in The Butterfly on Suez Road, with installments over 12 years",5,5,240 Sq. M.,"Down payment: EGP 2,820,000","The Butterfly, Mostakbal City, Cairo","14,100,000"
2025-03-31,Apartment,"For a limited period, an apartment for sale in New Cairo - Fifth Settlement with a 5% down payment only and installments over 10 years without interes",3,2,152 Sq. M.,"Down payment: EGP 775,000","Galleria Moon Valley Compound, 5th Settlement, New Cairo, Cairo","15,500,000"
2025-03-31,Chalet,Fully finished chalet for sale - immediate delivery - North Coast - 10% down payment - installments over 8 years,2,2,89 Sq. M.,"Down payment: EGP 940,000","Cali Coast, North Coast, Matruh","9,400,000"
2025-03-31,Chalet,First row chalet fully finished directly on the sea 3 rooms for sale in La Vista Bay North Coast,3,3,155 Sq. M.,N/A,"La Vista Bay East, North Coast, Matruh","4,500,000"
2025-03-31,Chalet,Chalet directly on the lagoon for sale with a 5% down payment and ready for viewing,2,2,101 Sq. M.,"Down payment: EGP 366,000","Cali Coast, North Coast, Matruh","7,320,000"
2025-03-31,Apartment,"An apartment for immediate delivery in the heart of the Fifth Settlement, at a price lower than the market price, from Al Marasem, fully finished with",2,2,137 Sq. M.,"Down payment: EGP 831,500","Fifth Square Compound, 5th Settlement, New Cairo, Cairo","16,630,000"
2025-03-31,Apartment,For sale with a special cash discount apartment with full facing north on Suez Road directly in Taj City New Cairo,3,3,174 Sq. M.,N/A,"Taj City Compound, 1st Settlement, New Cairo, Cairo","8,990,000"
2025-03-31,Apartment,"Apartment for sale with immediate delivery at a bargain price with payment plans available for up to 10 years in the Latin Quarter,",2,1,194 Sq. M.,N/A,"Latin District, Alamein, Matruh","3,000,000"
2025-03-31,Apartment,Fully finished Apartment For Sale with Installments till 2026 in Belle Vie in Sheikh Zayed Emaar Misr,1,1,86 Sq. M.,"Down payment: EGP 9,558,444","Belle Vie Compound, Sheikh Zayed, Giza","10,000,000"
2025-03-31,Apartment,Eid offer with down payment 550K and 12 years installments,3,3,157 Sq. M.,"Down payment: EGP 550,000","New Cairo, Cairo","11,000,000"
2025-03-31,Apartment,Fully finished apartment with easy installments from SODIC in New Heliopolis,2,2,141 Sq. M.,"Down payment: EGP 468,000","Sodic East, New Heliopolis, Cairo","9,360,000"
2025-03-31,Twin House,Lowest price twin house in Marassi for sale,3,3,420 Sq. M.,N/A,"Marassi, North Coast, Matruh","38,000,000"
2025-03-31,Duplex,Duplex for sale in new Zayed fully finished ready to move,4,3,204 Sq. M.,N/A,"Solana, Sheikh Zayed, Giza","12,750,000"
2025-03-31,Apartment,"170m² Apartment in Uptown October with 250,000 EGP Down Payment",3,3,170 Sq. M.,"Down payment: EGP 250,000","Uptown, 6th of October, Giza","2,950,000"
2025-03-31,Apartment,Apt. in zed east with Installments Till 2030,3,3,177 Sq. M.,"Down payment: EGP 4,500,000","Zed East Compound, 6th Settlement, New Cairo, Cairo","15,995,700"
2025-03-31,Apartment,Fully finished apartment for sale with a small down payment in a high-end compound,3,3,218 Sq. M.,"Down payment: EGP 567,250","Bloomfields, Mostakbal City, Cairo","11,345,000"
2025-03-31,Villa,"0% down payment, 5-room villa for sale, walled in Madinaty, in installments",5,4,239 Sq. M.,"Down payment: EGP 1,753,800","Sarai, Mostakbal City, Cairo","17,538,000"
2025-03-31,Apartment,Double View Apartment With Special Discount Full Open View From All Rooms For Sale In Taj City New Cairo,2,2,124 Sq. M.,N/A,"Taj City Compound, 1st Settlement, New Cairo, Cairo","8,300,000"
2025-03-31,Chalet,3BD chalet with pool view in Marina with hot price,3,3,175 Sq. M.,N/A,"Marassi, North Coast, Matruh","18,500,000"
2025-03-31,Apartment,Apartment for sale ready to move fully finished in New Cairo,3,3,201 Sq. M.,N/A,"5th Settlement, New Cairo, Cairo","10,430,000"
2025-03-31,Penthouse,"Apartment with garden , installments over 12 years",3,3,210 Sq. M.,"Down payment: EGP 440,000","Ashgar City Compound, 6th of October, Giza","8,800,000"
2025-03-31,Apartment,"With a view of El Alamein Towers and sea view , immediate receipt of the last 224m apartment for sale in Mazarine El Alamein",4,3,224 Sq. M.,N/A,"Mazarine, North Coast, Matruh","9,300,000"
2025-03-31,Apartment,Corner apartment 220 Sqm with greenery view directly in front of Cairo Airport for sale in Taj City Compound,4,4,220 Sq. M.,N/A,"Taj City Compound, 1st Settlement, New Cairo, Cairo","9,800,000"
2025-03-31,Duplex,Roof duplex for sale with 42% cash discount in Taj City New Cairo Compound Fifth Settlement,4,4,225 Sq. M.,N/A,"Taj City Compound, 1st Settlement, New Cairo, Cairo","9,800,000"
2025-03-31,Duplex,Corner Duplex 3 directions view for sale with a special cash discount in Taj City New Cairo Fifth Settlement,4,4,225 Sq. M.,N/A,"Taj City Compound, 1st Settlement, New Cairo, Cairo","9,780,000"
2025-03-31,Duplex,Double View Roof Duplex Full Facing North With 8 Years Instalments For Sale In Taj City New Cairo,4,4,225 Sq. M.,N/A,"Taj City Compound, 1st Settlement, New Cairo, Cairo","9,600,000"
2025-03-31,Apartment,Apartment for sale prime location in Madinaty - RTM - Furnished,2,2,80 Sq. M.,N/A,"Madinaty, Cairo","5,200,000"
2025-03-31,Apartment,"170m² Apartment in Uptown October with 250,000 EGP Down Payment",3,3,170 Sq. M.,"Down payment: EGP 250,000","Uptown, 6th of October, Giza","2,950,000"
2025-03-31,Apartment,"Sawiris Towers, Sheikh Zayed, immediate delivery, fully finished apartment",2,2,100 Sq. M.,0% Down Payment,"ZED West Compound, Sheikh Zayed, Giza","14,000,000"
2025-03-31,Townhouse,Special Price Townhouse Resale Ready To Move Greenary View At The Best Location,4,4,313 Sq. M.,0% Down Payment,"Etapa Compound, Sheikh Zayed, Giza","12,800,000"
2025-03-31,Villa,"The last villa at an unrepeatable price, 155 square meters, for sale on the Suez Road, Fifth Settlement",3,2,155 Sq. M.,"Down payment: EGP 1,765,000","Taj City Compound, 1st Settlement, New Cairo, Cairo","17,650,000"
2025-03-31,Apartment,A luxurious two-bedroom apartment with a panoramic sea view in the new development of the New Alamein Towers. Fully finished with air conditioning and,3,2,310 Sq. M.,"Down payment: EGP 2,958,970","Alamein, Matruh","29,590,000"
2025-03-31,Penthouse,Penthouse Roof - Immediate Receipt - Fully Finished - 4 Million Cash Required and the Remaining Over 6 Years,2,2,121 Sq. M.,"Down payment: EGP 3,925,000","Fifth Square Compound, 5th Settlement, New Cairo, Cairo","15,700,000"
2025-03-31,Villa,"Villa for sale with a distinctive view, at the first offering price, and with installments up to 10 years, in the heart of the Sixth Settlement, Hyde",4,4,217 Sq. M.,"Down payment: EGP 1,300,000","Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo","26,000,000"
2025-03-31,Chalet,Exclusive  Offer 10% Down Payment Over 8 Yrs Installments Prim Location Sea View,3,3,110 Sq. M.,0% Down Payment,"Salt, North Coast, Matruh","10,000,000"
2025-03-31,Townhouse,Lowest Price Townhouse Resale Installments Open View  At The Best Location,3,3,185 Sq. M.,0% Down Payment,"VYE Sodic Compound, Sheikh Zayed, Giza","15,425,000"
2025-03-31,Townhouse,For Sale in WONDER MARQ – Prime Location Townhouse,3,4,242 Sq. M.,N/A,"The Wonder MarQ, Mostakbal City, Cairo","13,400,000"
2025-03-31,Chalet,"2 bedrooms -ready to move - 5 years installment -downpayment 527,000",2,2,98 Sq. M.,"Down payment: EGP 527,500","Sokhna Hills, Ain Sukhna, Suez","5,275,000"
2025-03-31,Apartment,Own a luxurious apartment for sale in Narges Buildings – Fifth Settlement – Prime location with high-end finishing– Call now and book your apartment!.,3,3,192 Sq. M.,N/A,"Al Narges, 5th Settlement, New Cairo, Cairo","7,000,000"
2025-03-31,Penthouse,Penthouse for immediate delivery in a compound in the best location in the Fifth Settlement,3,3,200 Sq. M.,N/A,"5th Settlement, New Cairo, Cairo","13,800,000"
2025-03-31,Penthouse,Penthouse for sale in Jump Mivida Compound in Golden Square area,3,3,187 Sq. M.,N/A,"5th Settlement, New Cairo, Cairo","13,000,000"
2025-03-31,Apartment,"At the lowest price, directly on the sea, an apartment for sale in New Alamein, immediate delivery, fully finished, and in installments for the longes",3,2,125 Sq. M.,N/A,"Latin District, Alamein, Matruh","2,000,000"
2025-03-31,Apartment,"For sale on the Suez Road, directly in front of the Police College, a ground floor apartment with a very special garden next to the Club House",2,2,130 Sq. M.,"Down payment: EGP 1,000,000","1st Settlement, New Cairo, Cairo","5,200,000"
2025-03-31,Apartment,"A fully finished apartment overlooking the sea, ready for immediate delivery in the heart of New Alamein City. Payment plans up to 12 years.",3,2,141 Sq. M.,"Down payment: EGP 569,994","Latin District, Alamein, Matruh","5,700,000"
2025-03-31,Apartment,"Apartment for sale, immediate delivery (the compound is already occupied) in the Fifth Settlement",3,3,168 Sq. M.,"Down payment: EGP 845,000","New Cairo, Cairo","16,900,000"
2025-03-31,Apartment,🏡 Experience Luxury & Sports Together! Own Your Apartment in the First Sports Compound in the New Capital with Just 4% Down Payment & Installments Up,3,3,144 Sq. M.,"Down payment: EGP 170,654","Scene 7, New Capital City, Cairo","4,266,343"
2025-03-31,Apartment,3-bedroom apartment for sale in installments over 12 years in the most distinguished phase in Hyde Park Direct on South 90th Street,3,2,144 Sq. M.,"Down payment: EGP 1,600,000","Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo","10,300,000"
2025-03-31,Apartment,A ready-to-move-in apartment in front of the British University and near the most important tourist landmarks in the New Administrative Capital.,3,3,194 Sq. M.,N/A,"Pukka, New Capital City, Cairo","7,566,000"
2025-03-31,Apartment,A ready-to-move-in apartment in front of the British University and near the most important tourist landmarks in the New Administrative Capital.,2,2,148 Sq. M.,N/A,"Pukka, New Capital City, Cairo","5,733,133"
2025-03-31,Apartment,"Visit Your Apartment in the First Sports Compound in Egypt, Located in the New Administrative Capital!",2,3,124 Sq. M.,N/A,"Scene 7, New Capital City, Cairo","3,943,078"
2025-03-31,Apartment,Your Apartment in the Heart of the New Capital in the Most Luxurious Compound with Ultimate Privacy and Luxury! 🏡✨,3,3,159 Sq. M.,N/A,"Armonia, New Capital City, Cairo","4,422,319"
2025-03-31,Apartment,Your apartment is ready in the most prestigious location in the New Capital… Book now!,3,3,210 Sq. M.,N/A,"Midtown Condo, New Capital City, Cairo","4,306,516"
2025-03-31,Apartment,"Pay (656,000 EGP) and receive your key immediately. Your apartment is directly on South Teseen Street with installments over 10 years.",2,2,130 Sq. M.,"Down payment: EGP 656,865","5th Settlement, New Cairo, Cairo","13,137,307"
2025-03-31,Apartment,Premium Price  Apartment Luxury Finished Installment Landscape View In Zed West,2,2,110 Sq. M.,"Down payment: EGP 4,237,337","ZED West Compound, Sheikh Zayed, Giza","6,914,000"
2025-03-31,Apartment,🏡 Own Your Apartment in the Most Prestigious Compound in R7 with Only 10% Down Payment! 🔥,3,3,210 Sq. M.,"Down payment: EGP 473,717","Midtown Condo, New Capital City, Cairo","4,737,167"
2025-03-31,Apartment,🌍 In the Heart of the New Capital – Own Your Apartment Now with Only 10% Down Payment and Live Amidst Vast Green Spaces & Stunning Landscapes! 🌿🏡,3,3,181 Sq. M.,"Down payment: EGP 576,745","Entrada, New Capital City, Cairo","5,767,450"
2025-03-31,Apartment,"Grab the offer before the price increases again! It comes with a discount of up to 55% off the total price, with installments available for up to 10 y",3,3,140 Sq. M.,N/A,"Sun Capital, Hadayek October, Giza","5,161,884"
2025-03-31,Apartment,"Ground-floor apartment with a garden at an old price. Take advantage of the discount available for only 4 days, as the price will increase again. Inst",3,3,156 Sq. M.,N/A,"6th of October, Giza","7,417,720"
2025-03-31,Apartment,"116m apartment, 50% discount for a limited period, in New Cairo, directly on the Suez Road",2,2,116 Sq. M.,N/A,"New Cairo, Cairo","3,200,000"
2025-03-31,Apartment,"A turnkey apartment on the Nile Corniche. You'll receive it for only half the price, fully finished with appliances and furnishings.",N/A,1,40 Sq. M.,N/A,"Maadi, Cairo","4,100,000"
2025-03-31,Villa,Villa Fully Finished Ready To Showing Installments 10 years Double View Mazarine New Alamain,4,4,296 Sq. M.,N/A,"Mazarine, North Coast, Matruh","14,300,000"
2025-03-31,Apartment,Fully finished apartment for sale with only 5% down payment in Hyde Park,3,3,161 Sq. M.,"Down payment: EGP 691,500","Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo","13,830,000"
2025-03-31,Apartment,"From Orascom I own a 212 sqm duplex for sale in an excellent location in October, O West Compound",4,3,212 Sq. M.,N/A,"O West Compound, 6th of October, Giza","11,900,000"
2025-03-31,Apartment,"Sawiris Towers, Sheikh Zayed, immediate delivery, fully finished apartment",2,2,100 Sq. M.,0% Down Payment,"ZED West Compound, Sheikh Zayed, Giza","14,000,000"
2025-03-31,Apartment,Own your unit now in Hadayek October for half the price,2,2,117 Sq. M.,N/A,"Hadayek October, Giza","4,210,000"
2025-03-31,Apartment,Own your unit now in Sun Capital for only half the price!,2,2,116 Sq. M.,N/A,"Sun Capital, Hadayek October, Giza","4,210,000"
2025-03-31,Apartment,"Visit Your Apartment in the First Sports Compound in Egypt, Located in the New Administrative Capital!",3,3,148 Sq. M.,N/A,"Scene 7, New Capital City, Cairo","4,338,937"
2025-03-31,Apartment,"Apartment for sale, 150m, Palm Hills Alexandria (500,000 EGP down payment - 17,000 EGP monthly installments)",2,3,150 Sq. M.,"Down payment: EGP 500,000","Palm Hills Alexandria, Amreya, Alexandria","10,400,000"
2025-03-31,Chalet,Early delivery Sea view Fully Finished unit with wide open terrace,3,3,155 Sq. M.,0% Down Payment,"June Sodic, North Coast, Matruh","15,500,000"
2025-03-31,Twin House,"Twin house for sale with immediate delivery in LaVista City compound, New Administrative Capital, with easy payment facilities",4,3,280 Sq. M.,"Down payment: EGP 6,822,000","La Vista City, New Capital City, Cairo","34,110,000"
2025-03-31,Apartment,Own your apartment in the most elegant compound design in the New Administrative Capital.,3,3,198 Sq. M.,N/A,"Armonia, New Capital City, Cairo","8,560,000"
2025-03-31,Villa,"Villa with no down payment, in a prime location in New Cairo, with installments up to 12 years",3,3,212 Sq. M.,N/A,"New Cairo, Cairo","8,000,000"
2025-03-31,Apartment,"Apartment for sale, 170 sqm, fully finished, in The Water Way, Fifth Settlement, with installment options.",3,2,170 Sq. M.,"Down payment: EGP 7,226,100","The Waterway Compound, 5th Settlement, New Cairo, Cairo","24,087,000"
2025-03-31,Apartment,Apt. Fully finished in zedeast with Inst. for sale,3,3,165 Sq. M.,"Down payment: EGP 6,000,000","Zed East Compound, 6th Settlement, New Cairo, Cairo","10,369,049"
2025-03-31,Chalet,"A ground chalet with a garden for sale, immediate delivery in Boho Sokhna, near the Galala Road, with installment options",2,2,114 Sq. M.,"Down payment: EGP 1,200,000","BOHO, Ain Sukhna, Suez","12,000,000"
2025-03-31,Apartment,Own your apartment in the most elegant compound design in the New Administrative Capital.,3,3,186 Sq. M.,N/A,"Armonia, New Capital City, Cairo","8,411,000"
2025-03-31,Penthouse,Penthouse for Sale in Marassi – Overlooking the Pool,3,3,208 Sq. M.,N/A,"Marassi, North Coast, Matruh","16,500,000"
2025-03-31,Apartment,in front of zed east with 475K down payment with fully finished,2,2,125 Sq. M.,"Down payment: EGP 425,000","New Cairo, Cairo","8,500,000"
2025-03-31,Apartment,with 350K down payment fully finished apartment with 12 years installments,2,2,100 Sq. M.,"Down payment: EGP 375,000","New Cairo, Cairo","7,500,000"
2025-03-31,Apartment,"Apartment for sale with immediate delivery and a low down payment in District 5, Fifth Settlement",3,3,165 Sq. M.,N/A,"District 5 Compound Compound, 5th Settlement, New Cairo, Cairo","10,800,000"
2025-03-31,Apartment,Apartment with Garden for sale in Palm Hills new Cairo  3% Downpayment ovet 10 years installment fully finished,3,3,154 Sq. M.,"Down payment: EGP 559,500","Palm Hills New Cairo Compound, 5th Settlement, New Cairo, Cairo","18,650,000"
2025-03-31,Apartment,Apartment- semi-finished- for sale in Beta Greens Mostakbal City with 10% down payment and installments over 8 years,3,4,180 Sq. M.,"Down payment: EGP 1,210,000","Beta Greens, Mostakbal City, Cairo","12,100,000"
2025-03-31,Apartment,with instalmments Apartment 3BD l prime location,3,3,195 Sq. M.,N/A,"Mivida Compound, 5th Settlement, New Cairo, Cairo","16,500,000"
2025-03-31,Apartment,Apartment- semi-finished- for sale in Beta Greens Mostakbal City with 10% down payment and installments over 8 years,3,3,163 Sq. M.,"Down payment: EGP 1,090,000","Beta Greens, Mostakbal City, Cairo","10,900,000"
2025-03-31,Apartment,"Ground floor apartment 111 m + garden 130 m with no down payment, 42% discount in the Fifth Settlement, installments up to 12 years",2,2,111 Sq. M.,"Down payment: EGP 700,000","5th Settlement, New Cairo, Cairo","7,000,000"
2025-03-31,Apartment,Live in now to the best view of an artificial lake and stunning green spaces! 🏡💚,3,3,159 Sq. M.,N/A,"Armonia, New Capital City, Cairo","4,422,500"
2025-03-31,Apartment,"""Kardia – Where Your Luxurious Life Begins in the Heart of the New Administrative Capital! 🏡✨""",4,3,188 Sq. M.,N/A,"Kardia, New Capital City, Cairo","4,466,660"
2025-03-31,Apartment,Super luxury finished apartment with Garden in Beverly Hills compound Six West,3,3,185 Sq. M.,N/A,"Beverly Hills Compound, Sheikh Zayed, Giza","4,950,000"
2025-03-31,Apartment,Fully finished apartment with air conditioning for sale in Waterway - Fifth Settlement with equal installments,3,2,170 Sq. M.,N/A,"The Waterway Compound, 5th Settlement, New Cairo, Cairo","11,000,000"
2025-03-31,Chalet,Stunning sea view fully finished chalet near delivery in ras el hekma,3,2,134 Sq. M.,"Down payment: EGP 7,470,000","June Sodic, North Coast, Matruh","16,450,000"
2025-03-31,Apartment,"For sale, a fully finished apartment in The Water Way Compound, Fifth Settlement, directly on Teseen Street, with installment options",3,2,205 Sq. M.,"Down payment: EGP 7,714,800","The Waterway Compound, 5th Settlement, New Cairo, Cairo","25,716,000"
2025-03-31,Apartment,apartment for sale in installments in RAFTS Compound in New Zayed,1,1,79 Sq. M.,"Down payment: EGP 549,990","Waslet Dahshur, Sheikh Zayed, Giza","5,499,900"
2025-03-31,Apartment,Apartment 3Bed For Sale Discount 42% Very Limited Offer BY MNHD Build In Souz Road Minutes From 90 Street Beside Madinty,3,2,131 Sq. M.,N/A,"New Cairo, Cairo","4,300,000"
2025-03-31,Apartment,Apartment for sale in Beta Greens-Mostakbal City fully finished with down payment 10% and installments over 8 years,2,3,127 Sq. M.,"Down payment: EGP 960,000","Beta Greens, Mostakbal City, Cairo","9,600,000"
2025-03-31,Apartment,"""What you pay gets discounted, and you move in now to the best location and the finest place!""",3,3,177 Sq. M.,N/A,"Pukka, New Capital City, Cairo","6,903,000"
2025-03-31,Apartment,"""Your Apartment Ready with a Simple Down Payment and Immediate Delivery! 🏡✨""",3,2,147 Sq. M.,N/A,"Pukka, New Capital City, Cairo","5,733,000"
2025-03-31,Apartment,"""What you pay gets discounted, and you move in now to the best location and the finest place!""",3,3,190 Sq. M.,N/A,"Pukka, New Capital City, Cairo","7,410,000"
2025-03-31,Apartment,Get Your Apartment Immediately in the First Residential Hotel Compound!,3,3,163 Sq. M.,N/A,"Scenario, New Capital City, Cairo","4,593,000"
2025-03-31,Apartment,"Fully finished apartment for sale, immediate delivery in the First Settlement",3,3,170 Sq. M.,"Down payment: EGP 1,208,700","1st Settlement, New Cairo, Cairo","12,087,000"
2025-03-31,Apartment,"295,000egp cash ready to move with 12 years installments sea view & lagoons finished apartment sale in new alamein north coast",3,2,141 Sq. M.,0% Down Payment,"Latin District, Alamein, Matruh","2,000,000"
2025-03-31,Apartment,"""Kardia – Luxury, Prime Location, and a Smart Investment in the Heart of the New Capital!""",3,3,168 Sq. M.,N/A,"Kardia, New Capital City, Cairo","3,963,740"
2025-03-31,Villa,"Villa for sale in the Fifth Settlement in the heart of the Golden Square (7 rooms, 3 floors) double view The best location",7,7,482 Sq. M.,N/A,"New Cairo, Cairo","16,500,000"
2025-03-31,Apartment,"Immediate delivery , Apartment  for sale,, minutes from the American University with 10%down payment",2,2,109 Sq. M.,N/A,"New Cairo, Cairo","2,830,000"
2025-03-31,Apartment,Fully finished apartment +garden in Allegria Sodic,4,4,200 Sq. M.,N/A,"Allegria, Sheikh Zayed, Giza","6,000,000"
2025-03-31,Apartment,Receive your apartment immediately in the best location next to the British University!,4,3,193 Sq. M.,N/A,"Scenario, New Capital City, Cairo","5,623,200"
2025-03-31,Apartment,View your apartment in person at the first sports compound in the New Capital,2,3,124 Sq. M.,N/A,"Scene 7, New Capital City, Cairo","3,943,500"
2025-03-31,Apartment,Inspect your apartment now and receive it within a year in the first sports compound inside the New Administrative Capital.,3,3,179 Sq. M.,N/A,"Scene 7, New Capital City, Cairo","5,692,026"
2025-03-31,Apartment,"In the best location in the New Capital, inspect your apartment in the first sports compound inside R7.",3,3,169 Sq. M.,N/A,"Scene 7, New Capital City, Cairo","5,007,027"
2025-03-31,Apartment,Receive your apartment within months in the first sports compound in the New Administrative Capital.,4,3,200 Sq. M.,N/A,"Scene 7, New Capital City, Cairo","5,925,500"
2025-03-31,Villa,"The lowest price for a standalone in New Cairo, with installments over 10 years.",4,4,300 Sq. M.,0% Down Payment,"Glen, 6th Settlement, New Cairo, Cairo","23,000,000"
2025-03-31,Apartment,"Apartment for sale in Madinaty 116m with furniture and appliances, first floor, upper view, next to services in B12, allocating a non-mandatory club",3,2,116 Sq. M.,N/A,"Madinaty, Cairo","6,200,000"
2025-03-31,Apartment,"""Own Your Luxury Apartment in the Heart of the New Capital with a Low Down Payment & Invest Smartly! 🏡✨""",3,3,180 Sq. M.,N/A,"Midtown Condo, New Capital City, Cairo","3,824,766"
2025-03-31,Apartment,Own your unit in the heart of the New Capital – Luxury and comfort next to the British University and Dubai Mall! 🏡✨,4,3,198 Sq. M.,N/A,"Scenario, New Capital City, Cairo","5,768,977"
2025-03-31,Apartment,"Own your unit in the heart of the New Capital, next to the British University and Dubai Mall!",2,3,154 Sq. M.,N/A,"Scenario, New Capital City, Cairo","4,887,190"
2025-03-31,Apartment,New apartment for sale at a competitive price - strategic location in the heart of the Fifth Settlement (Investors District).,2,2,110 Sq. M.,"Down payment: EGP 1,058,750","5th Settlement, New Cairo, Cairo","7,940,625"
2025-03-31,Apartment,"With the lowest down payment and total price, an apartment of 165 square meters for sale, to be delivered in 2025, in Jayd, Fifth Settlement, New Ca",3,3,165 Sq. M.,"Down payment: EGP 4,100,000","Jayd Compound, 5th Settlement, New Cairo, Cairo","6,741,785"
2025-03-31,Townhouse,"Villa for sale, townhouse, at a special price, with a down payment of 450,000 in 6th of October, with installments over the longest repayment period.",3,3,224 Sq. M.,"Down payment: EGP 430,000","6th of October, Giza","8,600,000"
2025-03-31,Apartment,Apartment for immediate delivery with the lowest down payment in the heart of the Fifth Settlement,3,2,152 Sq. M.,"Down payment: EGP 483,250","Galleria Moon Valley Compound, 5th Settlement, New Cairo, Cairo","9,665,000"
2025-03-31,Apartment,"Apartment from Al-Ahly Sabbour, with installments over 13 years",2,1,100 Sq. M.,0% Down Payment,"At East, Mostakbal City, Cairo","6,460,000"
2025-03-31,Villa,Standalone villa for sale at a bargain price with a 5% down payment in the Fifth Settlement,5,4,428 Sq. M.,"Down payment: EGP 1,336,650","Azzar Compound, 5th Settlement, New Cairo, Cairo","26,733,000"
2025-03-31,Townhouse,"The lowest price for a townhouse in New Cairo, with installments over 10 years.",4,3,320 Sq. M.,0% Down Payment,"Glen, 6th Settlement, New Cairo, Cairo","16,500,000"
2025-03-31,Apartment,"Apartment for sale in Andalusia, 165 m, Fifth Settlement, immediate delivery, with meter and garage, 12-month installments at a bargain price",3,2,165 Sq. M.,"Down payment: EGP 2,600,000","Al Andalous, 5th Settlement, New Cairo, Cairo","3,600,000"
2025-03-31,Apartment,"Own your apartment in a fully built compound next to the British University, in the best location in the R7 district! 🌿🏡",2,2,132 Sq. M.,N/A,"Scenario, New Capital City, Cairo","4,315,616"
2025-03-31,Apartment,"Own your apartment in a fully built compound next to the British University, in the best location in the R7 district! 🌿🏡",3,3,172 Sq. M.,N/A,"Scenario, New Capital City, Cairo","5,011,435"
2025-03-31,Chalet,Limited Offer Book Now 30% Cash Discount Get Chalet Sea View Prim Location,2,2,95 Sq. M.,0% Down Payment,"Fouka Bay, North Coast, Matruh","8,000,000"
2025-03-31,Chalet,"Chalet for sale in Amwaj, 5% down payment and installments over the longest period",2,2,96 Sq. M.,"Down payment: EGP 585,000","Amwaj, North Coast, Matruh","11,700,000"
2025-03-31,Twin House,"10 years installments twin House for sale 306m in Azzar Compound, Fifth Settlement, The 5th Settlement, Golden Square and minutes from AUC",6,4,310 Sq. M.,"Down payment: EGP 1,100,000","Azzar Compound, 5th Settlement, New Cairo, Cairo","22,000,000"
2025-03-31,Villa,"Villa in garden, with installments over 13 years for a limited time",3,3,150 Sq. M.,0% Down Payment,"At East, Mostakbal City, Cairo","11,855,000"
2025-03-31,Apartment,"A 3-bedroom apartment for sale in Dejoya, New Administrative Capital, in R8, near the Green River, with installment plans.",3,2,143 Sq. M.,"Down payment: EGP 700,000","Dejoya 4, New Capital City, Cairo","7,000,000"
2025-03-31,Apartment,An immediately available apartment in the best compound in the New Administrative Capital with just a down payment.,3,3,171 Sq. M.,N/A,"Scenario, New Capital City, Cairo","5,011,435"
2025-03-31,Twin House,"Twin House Villa for Sale in Madinaty Model Z, Phase VG1 Villas",4,3,275 Sq. M.,N/A,"Madinaty, Cairo","22,000,000"
2025-03-31,Apartment,"Apartment for sale, 170 sqm, fully finished, in The Water Way, Fifth Settlement, with installment options.",3,2,170 Sq. M.,"Down payment: EGP 7,226,100","The Waterway Compound, 5th Settlement, New Cairo, Cairo","24,087,000"
2025-03-31,Apartment,"Your apartment in the heart of the New Administrative Capital – luxury, privacy, and stunning views! 🏡✨",4,3,189 Sq. M.,N/A,"Armonia, New Capital City, Cairo","5,062,959"
2025-03-31,Villa,"Resale directly from the owner, a 185-square-meter villa for sale in Creek Town, Fifth Settlement",4,3,185 Sq. M.,N/A,"Creek Town Compound, 5th Settlement, New Cairo, Cairo","13,500,000"
2025-03-31,Apartment,Corner Apartment for sale Fully finished with catshy price & view landscape,3,2,143 Sq. M.,N/A,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo","9,200,000"
2025-03-31,Apartment,💰 The Investment of a Lifetime Starts Here! Own Your Unit with the Lowest Down Payment & Longest Installment Plan in the New Capital – Immediate Deli,3,3,175 Sq. M.,"Down payment: EGP 254,942","Scenario, New Capital City, Cairo","5,098,843"
